xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdcxyzwelfaretype,xyzdcxyzcoverage,xyzdmxyzinterpolation,xyzdcxyzsurvname,xyzdmxyzcomparability,xyzdmxyzcomparable_spell,xyzdpxyzsi_pov_gini,xyzdpxyzsi_pov_theil,xyzdcxyzpppyear
CAN,2000,INC,N,FALSE,SLID-LIS,1,1996-2011,.3341829,.2019509,2011
CAN,2001,INC,N,FALSE,SLID-LIS,1,1996-2011,.3355479,.2010714,2011
CAN,2002,INC,N,FALSE,SLID-LIS,1,1996-2011,.3356031,.1996241,2011
CAN,2003,INC,N,FALSE,SLID-LIS,1,1996-2011,.3380947,.2049171,2011
CAN,2004,INC,N,FALSE,SLID-LIS,1,1996-2011,.3377648,.2027464,2011
CAN,2005,INC,N,FALSE,SLID-LIS,1,1996-2011,.336218,.2017682,2011
CAN,2006,INC,N,FALSE,SLID-LIS,1,1996-2011,.3409054,.2107745,2011
CAN,2007,INC,N,FALSE,SLID-LIS,1,1996-2011,.3384101,.2099625,2011
CAN,2008,INC,N,FALSE,SLID-LIS,1,1996-2011,.3393057,.2083822,2011
CAN,2009,INC,N,FALSE,SLID-LIS,1,1996-2011,.3395215,.2043553,2011
CAN,2010,INC,N,FALSE,SLID-LIS,1,1996-2011,.335926,.2036162,2011
CAN,2011,INC,N,FALSE,SLID-LIS,1,1996-2011,.3265708,.185482,2011
CAN,2012,INC,N,FALSE,CIS-LIS,2,2012-2019,.3353901,.194186,2011
CAN,2013,INC,N,FALSE,CIS-LIS,2,2012-2019,.3379898,.196282,2011
CAN,2014,INC,N,FALSE,CIS-LIS,2,2012-2019,.331576,.191291,2011
CAN,2015,INC,N,FALSE,CIS-LIS,2,2012-2019,.3374648,.1970847,2011
CAN,2016,INC,N,FALSE,CIS-LIS,2,2012-2019,.3270182,.1855773,2011
CAN,2017,INC,N,FALSE,CIS-LIS,2,2012-2019,.3330821,.1936495,2011
CAN,2018,INC,N,FALSE,CIS-LIS,2,2012-2019,.3250927,.1837762,2011
CAN,2019,INC,N,FALSE,CIS-LIS,2,2012-2019,.3174965,.1759837,2011
CHE,1982,INC,N,FALSE,SIWS-LIS,0,1982,.3600737,.2670593,2011
CHE,1992,INC,N,FALSE,NPS-LIS,1,1992,.3385641,.2196903,2011
CHE,2000,INC,N,FALSE,IES-LIS,2,2000-2002,.3343106,.2130984,2011
CHE,2002,INC,N,FALSE,IES-LIS,2,2000-2002,.3168673,.1710501,2011
CHE,2006,INC,N,FALSE,EU-SILC,3,2006-2020,.3391881,.2130258,2011
CHE,2007,INC,N,FALSE,EU-SILC,3,2006-2020,.3425553,.2249867,2011
CHE,2008,INC,N,FALSE,EU-SILC,3,2006-2020,.337947,.2152438,2011
CHE,2009,INC,N,FALSE,EU-SILC,3,2006-2020,.3285586,.2035999,2011
CHE,2010,INC,N,FALSE,EU-SILC,3,2006-2020,.3255303,.1996059,2011
CHE,2011,INC,N,FALSE,EU-SILC,3,2006-2020,.3171362,.1791112,2011
CHE,2012,INC,N,FALSE,EU-SILC,3,2006-2020,.3156713,.1846404,2011
CHE,2013,INC,N,FALSE,EU-SILC,3,2006-2020,.3246219,.1927427,2011
CHE,2014,INC,N,FALSE,EU-SILC,3,2006-2020,.3252566,.195347,2011
CHE,2015,INC,N,FALSE,EU-SILC,3,2006-2020,.3230696,.1932627,2011
CHE,2016,INC,N,FALSE,EU-SILC,3,2006-2020,.3304245,.2113053,2011
CHE,2017,INC,N,FALSE,EU-SILC,3,2006-2020,.3267633,.1959657,2011
CHE,2018,INC,N,FALSE,EU-SILC,3,2006-2020,.3314105,.2117518,2011
CHE,2019,INC,N,FALSE,EU-SILC,3,2006-2020,.3399834,.2293038,2011
CHE,2020,INC,N,FALSE,EU-SILC,3,2006-2020,.3373793,.2188097,2011
CHL,1987,INC,N,FALSE,CASEN,0,1987-1998,.5621016,.6390859,2011
CHL,1990,INC,N,FALSE,CASEN,0,1987-1998,.572491,.7012985,2011
CHL,1992,INC,N,FALSE,CASEN,0,1987-1998,.5481449,.6434846,2011
CHL,1994,INC,N,FALSE,CASEN,0,1987-1998,.5643359,.7258737,2011
CHL,1996,INC,N,FALSE,CASEN,0,1987-1998,.5487368,.6229612,2011
CHL,1998,INC,N,FALSE,CASEN,0,1987-1998,.5552207,.6463991,2011
CHL,2000,INC,N,FALSE,CASEN,1,2000-2003,.5277201,.5867161,2011
CHL,2003,INC,N,FALSE,CASEN,1,2000-2003,.5148987,.5595905,2011
CHL,2006,INC,N,FALSE,CASEN,2,2006-2022,.4770973,.4581864,2011
CHL,2009,INC,N,FALSE,CASEN,2,2006-2022,.4740798,.4507947,2011
CHL,2011,INC,N,FALSE,CASEN,2,2006-2022,.4686917,.4354833,2011
CHL,2013,INC,N,FALSE,CASEN,2,2006-2022,.4682502,.4417454,2011
CHL,2015,INC,N,FALSE,CASEN,2,2006-2022,.4534447,.4122319,2011
CHL,2017,INC,N,FALSE,CASEN,2,2006-2022,.4527155,.4170082,2011
CHL,2020,INC,N,FALSE,CASEN,2,2006-2022,.4701182,.4576094,2011
CHL,2022,INC,N,FALSE,CASEN,2,2006-2022,.4304465,.3577148,2011
CHN,1990,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.3222662,,2011
CHN,1993,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.338778,,2011
CHN,1996,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.3522766,,2011
CHN,1999,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.3870322,,2011
CHN,2002,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.4198572,,2011
CHN,2005,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.4090077,,2011
CHN,2008,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.4296504,,2011
CHN,2010,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.4374495,,2011
CHN,2011,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.4240922,,2011
CHN,2012,CONS,N,FALSE,CNIHS,1,1990-2012,.4223717,,2011
CHN,2013,CONS,N,FALSE,CNIHS,2,2013-2020,.397364,,2011
CHN,2014,CONS,N,FALSE,CNIHS,2,2013-2020,.3917765,,2011
CHN,2015,CONS,N,FALSE,CNIHS,2,2013-2020,.385953,,2011
CHN,2016,CONS,N,FALSE,CNIHS,2,2013-2020,.3848052,,2011
CHN,2017,CONS,N,FALSE,CNIHS,2,2013-2020,.3907578,,2011
CHN,2018,CONS,N,FALSE,CNIHS,2,2013-2020,.3849764,,2011
CHN,2019,CONS,N,FALSE,CNIHS,2,2013-2020,.3816834,,2011
CHN,2020,CONS,N,FALSE,CNIHS,2,2013-2020,.3709083,,2011
CIV,1985,CONS,N,FALSE,EPAM,0,1985-1988,.4552627,.4055248,2011
CIV,1986,CONS,N,FALSE,EPAM,0,1985-1988,.3796976,.2566355,2011
CIV,1987,CONS,N,FALSE,EPAM,0,1985-1988,.405101,.3044545,2011
CIV,1988,CONS,N,FALSE,EPAM,0,1985-1988,.3688629,.2413873,2011
CIV,1992,CONS,N,FALSE,EP,1,1992-1998,.3938576,.2731115,2011
CIV,1995,CONS,N,FALSE,ENV,1,1992-1998,.4056382,.3087613,2011
CIV,1998,CONS,N,FALSE,ENV,1,1992-1998,.3895996,.2724298,2011
CIV,2002,CONS,N,FALSE,ENV,2,2002-2015,.4134004,.3249266,2011
CIV,2008,CONS,N,FALSE,ENV,2,2002-2015,.4318373,.3375679,2011
CIV,2015,CONS,N,FALSE,ENV,2,2002-2015,.414748,.3166258,2011
CIV,2018,CONS,N,FALSE,EHCVM,3,2018-2021,.3716888,.2456696,2011
CIV,2021,CONS,N,FALSE,EHCVM,3,2018-2021,.3527536,.2209971,2011
CMR,1996,CONS,N,FALSE,ECAM-I,0,1996,.4444676,.392163,2011
CMR,2001,CONS,N,FALSE,ECAM-II,1,2001-2014,.4213679,.363605,2011
CMR,2007,CONS,N,FALSE,ECAM-III,1,2001-2014,.4282006,.3397515,2011
CMR,2014,CONS,N,FALSE,ECAM-IV,1,2001-2014,.4664087,.3970884,2011
CMR,2021,CONS,N,FALSE,ECAM-V,2,2021,.4217607,.3114105,2011
COD,2004,CONS,N,FALSE,E123,0,2004-2012,.4216363,.3234655,2011
COD,2012,CONS,N,FALSE,E123,0,2004-2012,.4209971,.3227109,2011
COD,2020,CONS,N,FALSE,EGI-ODD,1,2020,.4474963,.4064847,2011
COG,2005,CONS,N,FALSE,ECOM,0,2005-2011,.4733054,.4345389,2011
COG,2011,CONS,N,FALSE,ECOM,0,2005-2011,.4893867,.4776274,2011
COL,1980,INC,U,FALSE,ENH,0,1980,.5912673,,2011
COL,1988,INC,U,FALSE,ENH,1,1988-2000,.5310625,,2011
COL,1989,INC,U,FALSE,ENH,1,1988-2000,.5359247,,2011
COL,1991,INC,U,FALSE,ENH,1,1988-2000,.5131891,,2011
COL,1992,INC,N,FALSE,ENH,1,1988-2000,.5145367,.5119716,2011
COL,1996,INC,N,FALSE,ENH,1,1988-2000,.5693691,.7237945,2011
COL,1999,INC,N,FALSE,ENH,1,1988-2000,.587396,.7493424,2011
COL,2000,INC,N,FALSE,ENH,1,1988-2000,.5868289,.7539861,2011
COL,2001,INC,N,FALSE,ECH,2,2001,.5748304,.6975741,2011
COL,2002,INC,N,FALSE,ECH,3,2002-2005,.560189,.6746038,2011
COL,2003,INC,N,FALSE,ECH,3,2002-2005,.5358648,.5766384,2011
COL,2004,INC,N,FALSE,ECH,3,2002-2005,.5498105,.6270941,2011
COL,2005,INC,N,FALSE,ECH,3,2002-2005,.5391334,.5945129,2011
COL,2008,INC,N,FALSE,GEIH,4,2008-2020,.5532324,.6183753,2011
COL,2009,INC,N,FALSE,GEIH,4,2008-2020,.5429642,.5963794,2011
COL,2010,INC,N,FALSE,GEIH,4,2008-2020,.5462548,.6097141,2011
COL,2011,INC,N,FALSE,GEIH,4,2008-2020,.5349029,.5802745,2011
COL,2012,INC,N,FALSE,GEIH,4,2008-2020,.5264548,.5528674,2011
COL,2013,INC,N,FALSE,GEIH,4,2008-2020,.5263264,.5566104,2011
COL,2014,INC,N,FALSE,GEIH,4,2008-2020,.5255101,.5566497,2011
COL,2015,INC,N,FALSE,GEIH,4,2008-2020,.5099042,.5178317,2011
COL,2016,INC,N,FALSE,GEIH,4,2008-2020,.5057068,.5120036,2011
COL,2017,INC,N,FALSE,GEIH,4,2008-2020,.4971549,.4890462,2011
COL,2018,INC,N,FALSE,GEIH,4,2008-2020,.504187,.5085079,2011
COL,2019,INC,N,FALSE,GEIH,4,2008-2020,.5133497,.5226732,2011
COL,2020,INC,N,FALSE,GEIH,4,2008-2020,.5353081,.5843064,2011
COL,2021,INC,N,FALSE,GEIH,5,2021-2022,.5512867,.608325,2011
COL,2022,INC,N,FALSE,GEIH,5,2021-2022,.5483124,.6022847,2011
COM,2004,CONS,N,FALSE,EIM,0,2004,.5592516,.7706124,2011
COM,2014,CONS,N,FALSE,EESIC,1,2014,.453346,.3639973,2011
CPV,2001,CONS,N,FALSE,IDRF,0,2001,.524963,.5877208,2011
CPV,2007,CONS,N,FALSE,QUIBB,1,2007,.4718739,.4474974,2011
CPV,2015,CONS,N,FALSE,IDRF,2,2015,.4238109,.3204005,2011
CRI,1981,INC,N,FALSE,ENH,0,1981-1986,.4749476,,2011
CRI,1986,INC,N,FALSE,ENH,0,1981-1986,.3442405,,2011
CRI,1989,INC,N,FALSE,EHPM,1,1989-2000,.4557076,.383113,2011
CRI,1990,INC,N,FALSE,EHPM,1,1989-2000,.4530154,.3731627,2011
CRI,1991,INC,N,FALSE,EHPM,1,1989-2000,.4664785,.4116999,2011
CRI,1992,INC,N,FALSE,EHPM,1,1989-2000,.457124,.3888379,2011
CRI,1993,INC,N,FALSE,EHPM,1,1989-2000,.4600316,.3893202,2011
CRI,1994,INC,N,FALSE,EHPM,1,1989-2000,.4675241,.4116944,2011
CRI,1995,INC,N,FALSE,EHPM,1,1989-2000,.4571269,.3832638,2011
CRI,1996,INC,N,FALSE,EHPM,1,1989-2000,.4654174,.3904152,2011
CRI,1997,INC,N,FALSE,EHPM,1,1989-2000,.4561712,.3804071,2011
CRI,1998,INC,N,FALSE,EHPM,1,1989-2000,.4566722,.3768639,2011
CRI,1999,INC,N,FALSE,EHPM,1,1989-2000,.4766533,.4142666,2011
CRI,2000,INC,N,FALSE,EHPM,1,1989-2000,.4744947,.4133183,2011
CRI,2001,INC,N,FALSE,EHPM,2,2001-2009,.5151507,.506417,2011
CRI,2002,INC,N,FALSE,EHPM,2,2001-2009,.5182363,.5248882,2011
CRI,2003,INC,N,FALSE,EHPM,2,2001-2009,.493087,.451396,2011
CRI,2004,INC,N,FALSE,EHPM,2,2001-2009,.4842394,.4327128,2011
CRI,2005,INC,N,FALSE,EHPM,2,2001-2009,.475137,.4153263,2011
CRI,2006,INC,N,FALSE,EHPM,2,2001-2009,.4928527,.4609453,2011
CRI,2007,INC,N,FALSE,EHPM,2,2001-2009,.493143,.4832686,2011
CRI,2008,INC,N,FALSE,EHPM,2,2001-2009,.4864548,.454804,2011
CRI,2009,INC,N,FALSE,EHPM,2,2001-2009,.5056012,.4866026,2011
CRI,2010,INC,N,FALSE,ENAHO,3,2010-2022,.4804597,.4354291,2011
CRI,2011,INC,N,FALSE,ENAHO,3,2010-2022,.4876217,.4532095,2011
CRI,2012,INC,N,FALSE,ENAHO,3,2010-2022,.4841903,.4413803,2011
CRI,2013,INC,N,FALSE,ENAHO,3,2010-2022,.4915247,.4467755,2011
CRI,2014,INC,N,FALSE,ENAHO,3,2010-2022,.486342,.4327456,2011
CRI,2015,INC,N,FALSE,ENAHO,3,2010-2022,.4837614,.4275517,2011
CRI,2016,INC,N,FALSE,ENAHO,3,2010-2022,.4870607,.438593,2011
CRI,2017,INC,N,FALSE,ENAHO,3,2010-2022,.4834654,.434273,2011
CRI,2018,INC,N,FALSE,ENAHO,3,2010-2022,.479724,.4262343,2011
CRI,2019,INC,N,FALSE,ENAHO,3,2010-2022,.4819117,.4305567,2011
CRI,2020,INC,N,FALSE,ENAHO,3,2010-2022,.4924896,.438556,2011
CRI,2021,INC,N,FALSE,ENAHO,3,2010-2022,.4867917,.44883,2011
CRI,2022,INC,N,FALSE,ENAHO,3,2010-2022,.4715254,.4085709,2011
CYP,2004,INC,N,FALSE,EU-SILC,0,2004-2021,.300894,.1729198,2011
CYP,2005,INC,N,FALSE,EU-SILC,0,2004-2021,.3025946,.1799045,2011
CYP,2006,INC,N,FALSE,EU-SILC,0,2004-2021,.3112596,.203774,2011
CYP,2007,INC,N,FALSE,EU-SILC,0,2004-2021,.3111327,.1935186,2011
CYP,2008,INC,N,FALSE,EU-SILC,0,2004-2021,.3170866,.2034955,2011
CYP,2009,INC,N,FALSE,EU-SILC,0,2004-2021,.3210885,.2076165,2011
CYP,2010,INC,N,FALSE,EU-SILC,0,2004-2021,.3145793,.1938551,2011
CYP,2011,INC,N,FALSE,EU-SILC,0,2004-2021,.3262552,.2126565,2011
CYP,2012,INC,N,FALSE,EU-SILC,0,2004-2021,.3431243,.2440047,2011
CYP,2013,INC,N,FALSE,EU-SILC,0,2004-2021,.3704199,.2962483,2011
CYP,2014,INC,N,FALSE,EU-SILC,0,2004-2021,.3556565,.2571423,2011
CYP,2015,INC,N,FALSE,EU-SILC,0,2004-2021,.3396638,.226439,2011
CYP,2016,INC,N,FALSE,EU-SILC,0,2004-2021,.328918,.2093602,2011
CYP,2017,INC,N,FALSE,EU-SILC,0,2004-2021,.3141623,.1852784,2011
CYP,2018,INC,N,FALSE,EU-SILC,0,2004-2021,.3273986,.2189255,2011
CYP,2019,INC,N,FALSE,EU-SILC,0,2004-2021,.3122423,.1833531,2011
CYP,2020,INC,N,FALSE,EU-SILC,0,2004-2021,.3172794,.1982776,2011
CYP,2021,INC,N,FALSE,EU-SILC,0,2004-2021,.3125177,.1874682,2011
CZE,1992,INC,N,FALSE,MC-LIS,0,1992-2002,.2070328,.0822235,2011
CZE,1993,INC,N,FALSE,CM,0,1992-2002,.2660479,,2011
CZE,1996,INC,N,FALSE,MC-LIS,0,1992-2002,.2579901,.1236732,2011
CZE,2002,INC,N,FALSE,MC-LIS,0,1992-2002,.2655509,.1294403,2011
CZE,2004,INC,N,FALSE,EU-SILC,1,2004-2021,.2753318,.1448109,2011
CZE,2005,INC,N,FALSE,EU-SILC,1,2004-2021,.2694604,.1407302,2011
CZE,2006,INC,N,FALSE,EU-SILC,1,2004-2021,.2674416,.1346816,2011
CZE,2007,INC,N,FALSE,EU-SILC,1,2004-2021,.2599869,.1276523,2011
CZE,2008,INC,N,FALSE,EU-SILC,1,2004-2021,.2628027,.1396907,2011
CZE,2009,INC,N,FALSE,EU-SILC,1,2004-2021,.2615668,.1310485,2011
CZE,2010,INC,N,FALSE,EU-SILC,1,2004-2021,.2662351,.130206,2011
CZE,2011,INC,N,FALSE,EU-SILC,1,2004-2021,.2638134,.1281413,2011
CZE,2012,INC,N,FALSE,EU-SILC,1,2004-2021,.2611002,.1232255,2011
CZE,2013,INC,N,FALSE,EU-SILC,1,2004-2021,.264739,.1335508,2011
CZE,2014,INC,N,FALSE,EU-SILC,1,2004-2021,.2592322,.1246848,2011
CZE,2015,INC,N,FALSE,EU-SILC,1,2004-2021,.2586743,.1280028,2011
CZE,2016,INC,N,FALSE,EU-SILC,1,2004-2021,.2540633,.1225665,2011
CZE,2017,INC,N,FALSE,EU-SILC,1,2004-2021,.2485221,.1136728,2011
CZE,2018,INC,N,FALSE,EU-SILC,1,2004-2021,.2499034,.1121865,2011
CZE,2019,INC,N,FALSE,EU-SILC,1,2004-2021,.252622,.1113467,2011
CZE,2020,INC,N,FALSE,EU-SILC,1,2004-2021,.2624513,.1314997,2011
CZE,2021,INC,N,FALSE,EU-SILC,1,2004-2021,.262021,.1238241,2011
DEU,1991,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.2949287,.1500195,2011
DEU,1992,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.2903181,.1442165,2011
DEU,1993,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.2854154,.1390666,2011
DEU,1994,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.2915941,.1461464,2011
DEU,1995,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.2866597,.142466,2011
DEU,1996,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.280209,.13345,2011
DEU,1997,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.2833273,.1359296,2011
DEU,1998,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.2814828,.1340285,2011
DEU,1999,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.2902921,.1460265,2011
DEU,2000,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.2878058,.1436816,2011
DEU,2001,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.2994939,.1589935,2011
DEU,2002,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.2986499,.1568647,2011
DEU,2003,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.2989323,.1640212,2011
DEU,2004,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3016439,.1661222,2011
DEU,2005,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3158797,.1838716,2011
DEU,2006,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3104196,.1744242,2011
DEU,2007,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3114545,.1823844,2011
DEU,2008,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3090445,.1760668,2011
DEU,2009,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3047943,.1655942,2011
DEU,2010,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3025288,.1613092,2011
DEU,2011,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3066803,.1717796,2011
DEU,2012,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3105579,.1719897,2011
DEU,2013,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3147367,.1834274,2011
DEU,2014,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3087186,.1708959,2011
DEU,2015,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3144307,.1848191,2011
DEU,2016,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3139068,.1804707,2011
DEU,2017,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3185135,.1960146,2011
DEU,2018,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3179069,.1952199,2011
DEU,2019,INC,N,FALSE,GSOEP-LIS,2,1991-2019,.3171943,.1978396,2011
DJI,2002,CONS,N,FALSE,EDAM,0,2002,.3999784,.2992673,2011
DJI,2012,CONS,N,FALSE,EDAM,1,2012,.4513425,.3870425,2011
DJI,2013,CONS,N,FALSE,EDAM,2,2013,.4412707,.366601,2011
DJI,2017,CONS,N,FALSE,EDAM,3,2017,.4158799,.3261277,2011
DNK,1987,INC,N,FALSE,LM-LIS,0,1987-2000,.2623504,.1240928,2011
DNK,1992,INC,N,FALSE,LM-LIS,0,1987-2000,.2469381,.1142392,2011
DNK,1995,INC,N,FALSE,LM-LIS,0,1987-2000,.229559,.0972422,2011
DNK,2000,INC,N,FALSE,LM-LIS,0,1987-2000,.2376632,.1003396,2011
DNK,2003,INC,N,FALSE,EU-SILC,1,2003-2021,.2563167,.131659,2011
DNK,2004,INC,N,FALSE,EU-SILC,1,2003-2021,.249128,.1224649,2011
DNK,2005,INC,N,FALSE,EU-SILC,1,2003-2021,.2518689,.1242448,2011
DNK,2006,INC,N,FALSE,EU-SILC,1,2003-2021,.2591308,.1544695,2011
DNK,2007,INC,N,FALSE,EU-SILC,1,2003-2021,.2618426,.1523985,2011
DNK,2008,INC,N,FALSE,EU-SILC,1,2003-2021,.252465,.1594158,2011
DNK,2009,INC,N,FALSE,EU-SILC,1,2003-2021,.2670156,.1606374,2011
DNK,2010,INC,N,FALSE,EU-SILC,1,2003-2021,.2719856,.1498884,2011
DNK,2011,INC,N,FALSE,EU-SILC,1,2003-2021,.2731175,.1538313,2011
DNK,2012,INC,N,FALSE,EU-SILC,1,2003-2021,.2779075,.199071,2011
DNK,2013,INC,N,FALSE,EU-SILC,1,2003-2021,.2854376,.182396,2011
DNK,2014,INC,N,FALSE,EU-SILC,1,2003-2021,.2835288,.1737501,2011
DNK,2015,INC,N,FALSE,EU-SILC,1,2003-2021,.2817745,.2122964,2011
DNK,2016,INC,N,FALSE,EU-SILC,1,2003-2021,.2818744,.1940573,2011
DNK,2017,INC,N,FALSE,EU-SILC,1,2003-2021,.2874666,.1830895,2011
DNK,2018,INC,N,FALSE,EU-SILC,1,2003-2021,.2816634,.1724238,2011
DNK,2019,INC,N,FALSE,EU-SILC,1,2003-2021,.2772365,.1736619,2011
DNK,2020,INC,N,FALSE,EU-SILC,1,2003-2021,.2750427,.1589897,2011
DNK,2021,INC,N,FALSE,EU-SILC,1,2003-2021,.2832403,.1712834,2011
DOM,1986,INC,N,FALSE,ENGSLF,0,1986,.477808,,2011
DOM,1989,INC,N,FALSE,ENGSLF,1,1989,.5045786,,2011
DOM,1992,INC,N,FALSE,ICS,2,1992,.5135976,,2011
DOM,1996,INC,N,FALSE,ENFT,3,1996-1997,.4743444,.4213716,2011
DOM,1997,INC,N,FALSE,ENFT,3,1996-1997,.4892386,.4876942,2011
DOM,2000,INC,N,FALSE,ENFT,4,2000-2004,.515212,.5351118,2011
DOM,2001,INC,N,FALSE,ENFT,4,2000-2004,.4999923,.4828188,2011
DOM,2002,INC,N,FALSE,ENFT,4,2000-2004,.4967752,.4734394,2011
DOM,2003,INC,N,FALSE,ENFT,4,2000-2004,.5212729,.5542059,2011
DOM,2004,INC,N,FALSE,ENFT,4,2000-2004,.5205621,.5782848,2011
DOM,2005,INC,N,FALSE,ENFT,5,2005-2016,.4996821,.4942487,2011
DOM,2006,INC,N,FALSE,ENFT,5,2005-2016,.519631,.5632294,2011
DOM,2007,INC,N,FALSE,ENFT,5,2005-2016,.4885937,.4669363,2011
DOM,2008,INC,N,FALSE,ENFT,5,2005-2016,.4810917,.4517245,2011
DOM,2009,INC,N,FALSE,ENFT,5,2005-2016,.4887584,.4679329,2011
DOM,2010,INC,N,FALSE,ENFT,5,2005-2016,.473266,.4108451,2011
DOM,2011,INC,N,FALSE,ENFT,5,2005-2016,.4770691,.4383581,2011
DOM,2012,INC,N,FALSE,ENFT,5,2005-2016,.4613375,.3978978,2011
DOM,2013,INC,N,FALSE,ENFT,5,2005-2016,.4765639,.4401708,2011
DOM,2014,INC,N,FALSE,ENFT,5,2005-2016,.4428003,.3459622,2011
DOM,2015,INC,N,FALSE,ENFT,5,2005-2016,.4518164,.3883027,2011
DOM,2016,INC,N,FALSE,ENFT,5,2005-2016,.4572392,.386438,2011
DOM,2017,INC,N,FALSE,ECNFT-Q03,6,2017-2022,.4219562,.3645182,2011
DOM,2018,INC,N,FALSE,ECNFT-Q03,6,2017-2022,.4368666,.435137,2011
DOM,2019,INC,N,FALSE,ECNFT-Q03,6,2017-2022,.4191856,.3397215,2011
DOM,2020,INC,N,FALSE,ECNFT-Q03,6,2017-2022,.3963197,.286619,2011
DOM,2021,INC,N,FALSE,ECNFT-Q03,6,2017-2022,.3852985,.2812842,2011
DOM,2022,INC,N,FALSE,ECNFT-Q03,6,2017-2022,.3697962,.242855,2011
DZA,1988,CONS,N,FALSE,EDCM,0,1988,.4019491,,2011
DZA,1995,CONS,N,FALSE,ENMNV,1,1995,.3533005,,2011
DZA,2011,CONS,N,FALSE,ENCNVM,2,2011,.2761573,,2011
ECU,1987,INC,U,FALSE,EPED,0,1987,.5049196,,2011
ECU,1994,INC,N,FALSE,ECV,1,1994,.5336896,.5913917,2011
ECU,1995,INC,U,FALSE,EPED,2,1995,.5096507,.5260025,2011
ECU,1998,INC,U,FALSE,EPED,3,1998,.4965703,.4515367,2011
ECU,1999,INC,N,FALSE,ECV,4,1999,.5860199,.8092718,2011
ECU,2000,INC,N,FALSE,EPED,5,2000,.5637852,.7078186,2011
ECU,2003,INC,N,FALSE,ENEMDU,6,2003-2006,.5352869,.5716688,2011
ECU,2004,INC,N,FALSE,ENEMDU,6,2003-2006,.5393199,.6107968,2011
ECU,2005,INC,N,FALSE,ENEMDU,6,2003-2006,.5305848,.5552535,2011
ECU,2006,INC,N,FALSE,ENEMDU,6,2003-2006,.522514,.6786584,2011
ECU,2007,INC,N,FALSE,ENEMDU,7,2007-2022,.5336345,.593396,2011
ECU,2008,INC,N,FALSE,ENEMDU,7,2007-2022,.4979347,.4850976,2011
ECU,2009,INC,N,FALSE,ENEMDU,7,2007-2022,.4850599,.4575255,2011
ECU,2010,INC,N,FALSE,ENEMDU,7,2007-2022,.4880444,.4682366,2011
ECU,2011,INC,N,FALSE,ENEMDU,7,2007-2022,.4587748,.3873311,2011
ECU,2012,INC,N,FALSE,ENEMDU,7,2007-2022,.4611233,.4046138,2011
ECU,2013,INC,N,FALSE,ENEMDU,7,2007-2022,.468649,.4183429,2011
ECU,2014,INC,N,FALSE,ENEMDU,7,2007-2022,.4499505,.3845746,2011
ECU,2015,INC,N,FALSE,ENEMDU,7,2007-2022,.459543,.4060089,2011
ECU,2016,INC,N,FALSE,ENEMDU,7,2007-2022,.4502007,.3838001,2011
ECU,2017,INC,N,FALSE,ENEMDU,7,2007-2022,.4467303,.3724632,2011
ECU,2018,INC,N,FALSE,ENEMDU,7,2007-2022,.454403,.3835409,2011
ECU,2019,INC,N,FALSE,ENEMDU,7,2007-2022,.4571153,.3906707,2011
ECU,2020,INC,N,FALSE,ENEMDU,7,2007-2022,.4731127,.4265316,2011
ECU,2021,INC,N,FALSE,ENEMDU,7,2007-2022,.4580044,.3856225,2011
