xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdcxyzcoverage,xyzdcxyzgender,xyzdcxyzagegroup,xyzdcxyzeducation,xyzdcxyzdistribution,xyzdpxyzsi_pov_share_all,xyzdcxyzpppyear
WSM,2013,FALSE,CONS,,Male,,,T60,.6052282,2011
WSM,2013,FALSE,CONS,R,,,,B40,.3934761,2011
WSM,2013,FALSE,CONS,R,,,,T60,.6065239,2011
WSM,2013,FALSE,CONS,U,,,,B40,.4273714,2011
WSM,2013,FALSE,CONS,U,,,,T60,.5726287,2011
XKX,2017,FALSE,CONS,,,0-14,,B40,.5123405,2011
XKX,2017,FALSE,CONS,,,0-14,,T60,.4876595,2011
XKX,2017,FALSE,CONS,,,15-64,,B40,.3747291,2011
XKX,2017,FALSE,CONS,,,15-64,,T60,.625271,2011
XKX,2017,FALSE,CONS,,,>65,,B40,.323821,2011
XKX,2017,FALSE,CONS,,,>65,,T60,.6761791,2011
XKX,2017,FALSE,CONS,,Female,,,B40,.4089271,2011
XKX,2017,FALSE,CONS,,Female,,,T60,.5910729,2011
XKX,2017,FALSE,CONS,,Male,,,B40,.3910261,2011
XKX,2017,FALSE,CONS,,Male,,,T60,.6089739,2011
XKX,2017,FALSE,CONS,R,,,,B40,.4501904,2011
XKX,2017,FALSE,CONS,R,,,,T60,.5498096,2011
XKX,2017,FALSE,CONS,U,,,,B40,.321972,2011
XKX,2017,FALSE,CONS,U,,,,T60,.678028,2011
YEM,2014,FALSE,CONS,,,,No education,B40,.4452976,2011
YEM,2014,FALSE,CONS,,,,No education,T60,.5547024,2011
YEM,2014,FALSE,CONS,,,,Primary education,B40,.4010392,2011
YEM,2014,FALSE,CONS,,,,Primary education,T60,.5989609,2011
YEM,2014,FALSE,CONS,,,,Secondary education,B40,.3039505,2011
YEM,2014,FALSE,CONS,,,,Secondary education,T60,.6960495,2011
YEM,2014,FALSE,CONS,,,,Tertiary education,B40,.1397157,2011
YEM,2014,FALSE,CONS,,,,Tertiary education,T60,.8602843,2011
YEM,2014,FALSE,CONS,,,0-14,,B40,.4497667,2011
YEM,2014,FALSE,CONS,,,0-14,,T60,.5502334,2011
YEM,2014,FALSE,CONS,,,15-64,,B40,.3623388,2011
YEM,2014,FALSE,CONS,,,15-64,,T60,.6376612,2011
YEM,2014,FALSE,CONS,,,>65,,B40,.3745975,2011
YEM,2014,FALSE,CONS,,,>65,,T60,.6254025,2011
YEM,2014,FALSE,CONS,,Female,,,B40,.4007615,2011
YEM,2014,FALSE,CONS,,Female,,,T60,.5992386,2011
YEM,2014,FALSE,CONS,,Male,,,B40,.3991454,2011
YEM,2014,FALSE,CONS,,Male,,,T60,.6008546,2011
YEM,2014,FALSE,CONS,R,,,,B40,.4949875,2011
YEM,2014,FALSE,CONS,R,,,,T60,.5050125,2011
YEM,2014,FALSE,CONS,U,,,,B40,.1800071,2011
YEM,2014,FALSE,CONS,U,,,,T60,.8199928,2011
ZAF,2014,FALSE,CONS,,,,No education,B40,.616284,2011
ZAF,2014,FALSE,CONS,,,,No education,T60,.383716,2011
ZAF,2014,FALSE,CONS,,,,Primary education,B40,.545761,2011
ZAF,2014,FALSE,CONS,,,,Primary education,T60,.454239,2011
ZAF,2014,FALSE,CONS,,,,Secondary education,B40,.3552169,2011
ZAF,2014,FALSE,CONS,,,,Secondary education,T60,.6447831,2011
ZAF,2014,FALSE,CONS,,,,Tertiary education,B40,.0555131,2011
ZAF,2014,FALSE,CONS,,,,Tertiary education,T60,.9444869,2011
ZAF,2014,FALSE,CONS,,,0-14,,B40,.5139337,2011
ZAF,2014,FALSE,CONS,,,0-14,,T60,.4860663,2011
ZAF,2014,FALSE,CONS,,,15-64,,B40,.3545554,2011
ZAF,2014,FALSE,CONS,,,15-64,,T60,.6454446,2011
ZAF,2014,FALSE,CONS,,,>65,,B40,.3012934,2011
ZAF,2014,FALSE,CONS,,,>65,,T60,.6987066,2011
ZAF,2014,FALSE,CONS,,Female,,,B40,.4169467,2011
ZAF,2014,FALSE,CONS,,Female,,,T60,.5830532,2011
ZAF,2014,FALSE,CONS,,Male,,,B40,.3822711,2011
ZAF,2014,FALSE,CONS,,Male,,,T60,.6177289,2011
ZAF,2014,FALSE,CONS,R,,,,B40,.6543594,2011
ZAF,2014,FALSE,CONS,R,,,,T60,.3456406,2011
ZAF,2014,FALSE,CONS,U,,,,B40,.2538252,2011
ZAF,2014,FALSE,CONS,U,,,,T60,.7461749,2011
ZMB,2015,FALSE,CONS,,,,No education,B40,.5442483,2011
ZMB,2015,FALSE,CONS,,,,No education,T60,.4557517,2011
ZMB,2015,FALSE,CONS,,,,Primary education,B40,.5701426,2011
ZMB,2015,FALSE,CONS,,,,Primary education,T60,.4298575,2011
ZMB,2015,FALSE,CONS,,,,Secondary education,B40,.2213347,2011
ZMB,2015,FALSE,CONS,,,,Secondary education,T60,.7786654,2011
ZMB,2015,FALSE,CONS,,,,Tertiary education,B40,.0133636,2011
ZMB,2015,FALSE,CONS,,,,Tertiary education,T60,.9866364,2011
ZMB,2015,FALSE,CONS,,,0-14,,B40,.4642334,2011
ZMB,2015,FALSE,CONS,,,0-14,,T60,.5357667,2011
ZMB,2015,FALSE,CONS,,,15-64,,B40,.3623388,2011
ZMB,2015,FALSE,CONS,,,15-64,,T60,.6376612,2011
ZMB,2015,FALSE,CONS,,,>65,,B40,.4142548,2011
ZMB,2015,FALSE,CONS,,,>65,,T60,.5857452,2011
ZMB,2015,FALSE,CONS,,Female,,,B40,.4001212,2011
ZMB,2015,FALSE,CONS,,Female,,,T60,.5998788,2011
ZMB,2015,FALSE,CONS,,Male,,,B40,.3998199,2011
ZMB,2015,FALSE,CONS,,Male,,,T60,.6001801,2011
ZMB,2015,FALSE,CONS,R,,,,B40,.5991646,2011
ZMB,2015,FALSE,CONS,R,,,,T60,.4008354,2011
ZMB,2015,FALSE,CONS,U,,,,B40,.121399,2011
ZMB,2015,FALSE,CONS,U,,,,T60,.878601,2011
AGO,2018,FALSE,CONS,,,0-14,,B40,.4580916,2017
AGO,2018,FALSE,CONS,,,0-14,,T60,.5419084,2017
AGO,2018,FALSE,CONS,,,15-64,,B40,.3391451,2017
AGO,2018,FALSE,CONS,,,15-64,,T60,.6608549,2017
AGO,2018,FALSE,CONS,,,>65,,B40,.3489027,2017
AGO,2018,FALSE,CONS,,,>65,,T60,.6510973,2017
AGO,2018,FALSE,CONS,,,,Primary education,B40,.4791662,2017
AGO,2018,FALSE,CONS,,,,Primary education,T60,.5208338,2017
AGO,2018,FALSE,CONS,,,,Tertiary education,B40,.0287177,2017
AGO,2018,FALSE,CONS,,,,Tertiary education,T60,.9712823,2017
AGO,2018,FALSE,CONS,,,,Secondary education,B40,.1906606,2017
AGO,2018,FALSE,CONS,,,,Secondary education,T60,.8093394,2017
AGO,2018,FALSE,CONS,,,,No education,B40,.5779687,2017
AGO,2018,FALSE,CONS,,,,No education,T60,.4220313,2017
AGO,2018,FALSE,CONS,,Male,,,B40,.3931784,2017
AGO,2018,FALSE,CONS,,Male,,,T60,.6068216,2017
AGO,2018,FALSE,CONS,,Female,,,B40,.4045556,2017
AGO,2018,FALSE,CONS,,Female,,,T60,.5954444,2017
AGO,2018,FALSE,CONS,R,,,,B40,.6454613,2017
AGO,2018,FALSE,CONS,R,,,,T60,.3545387,2017
AGO,2018,FALSE,CONS,U,,,,B40,.241871,2017
AGO,2018,FALSE,CONS,U,,,,T60,.758129,2017
ALB,2018,FALSE,INC,,,0-14,,B40,.5393038,2017
ALB,2018,FALSE,INC,,,0-14,,T60,.4606962,2017
ALB,2018,FALSE,INC,,,15-64,,B40,.3919975,2017
ALB,2018,FALSE,INC,,,15-64,,T60,.6080025,2017
ALB,2018,FALSE,INC,,,>65,,B40,.2731082,2017
ALB,2018,FALSE,INC,,,>65,,T60,.7268918,2017
ALB,2018,FALSE,INC,,Male,,,B40,.3928732,2017
ALB,2018,FALSE,INC,,Male,,,T60,.6071268,2017
ALB,2018,FALSE,INC,,Female,,,B40,.4069632,2017
ALB,2018,FALSE,INC,,Female,,,T60,.5930368,2017
ARG,2021,FALSE,INC,,,0-14,,B40,.5829313,2017
ARG,2021,FALSE,INC,,,0-14,,T60,.4170687,2017
ARG,2021,FALSE,INC,,,15-64,,B40,.3834737,2017
ARG,2021,FALSE,INC,,,15-64,,T60,.6165263,2017
ARG,2021,FALSE,INC,,,>65,,B40,.1236035,2017
ARG,2021,FALSE,INC,,,>65,,T60,.8763965,2017
ARG,2021,FALSE,INC,,,,Primary education,B40,.4370324,2017
ARG,2021,FALSE,INC,,,,Primary education,T60,.5629676,2017
ARG,2021,FALSE,INC,,,,Tertiary education,B40,.1718129,2017
ARG,2021,FALSE,INC,,,,Tertiary education,T60,.8281871,2017
ARG,2021,FALSE,INC,,,,Secondary education,B40,.4303929,2017
ARG,2021,FALSE,INC,,,,Secondary education,T60,.5696071,2017
ARG,2021,FALSE,INC,,,,No education,B40,.4679658,2017
ARG,2021,FALSE,INC,,,,No education,T60,.5320342,2017
ARG,2021,FALSE,INC,,Male,,,B40,.3944954,2017
ARG,2021,FALSE,INC,,Male,,,T60,.6055046,2017
ARG,2021,FALSE,INC,,Female,,,B40,.4048418,2017
ARG,2021,FALSE,INC,,Female,,,T60,.5951583,2017
ARG,2021,FALSE,INC,U,,,,B40,.399815,2017
ARG,2021,FALSE,INC,U,,,,T60,.600185,2017
ARM,2021,FALSE,CONS,,,0-14,,B40,.5584288,2017
ARM,2021,FALSE,CONS,,,0-14,,T60,.4415712,2017
ARM,2021,FALSE,CONS,,,15-64,,B40,.3795082,2017
ARM,2021,FALSE,CONS,,,15-64,,T60,.6204918,2017
ARM,2021,FALSE,CONS,,,>65,,B40,.2913517,2017
ARM,2021,FALSE,CONS,,,>65,,T60,.7086483,2017
ARM,2021,FALSE,CONS,,,,Primary education,B40,.44146,2017
ARM,2021,FALSE,CONS,,,,Primary education,T60,.55854,2017
ARM,2021,FALSE,CONS,,,,Tertiary education,B40,.2707876,2017
ARM,2021,FALSE,CONS,,,,Tertiary education,T60,.7292124,2017
ARM,2021,FALSE,CONS,,,,Secondary education,B40,.4075592,2017
ARM,2021,FALSE,CONS,,,,Secondary education,T60,.5924407,2017
ARM,2021,FALSE,CONS,,Male,,,B40,.4122092,2017
ARM,2021,FALSE,CONS,,Male,,,T60,.5877908,2017
ARM,2021,FALSE,CONS,,Female,,,B40,.3890704,2017
ARM,2021,FALSE,CONS,,Female,,,T60,.6109296,2017
ARM,2021,FALSE,CONS,R,,,,B40,.4895913,2017
ARM,2021,FALSE,CONS,R,,,,T60,.5104088,2017
ARM,2021,FALSE,CONS,U,,,,B40,.3336781,2017
ARM,2021,FALSE,CONS,U,,,,T60,.6663219,2017
BDI,2013,FALSE,CONS,,,0-14,,B40,.4514281,2017
BDI,2013,FALSE,CONS,,,0-14,,T60,.5485719,2017
BDI,2013,FALSE,CONS,,,15-64,,B40,.3557685,2017
BDI,2013,FALSE,CONS,,,15-64,,T60,.6442315,2017
BDI,2013,FALSE,CONS,,,>65,,B40,.2799399,2017
BDI,2013,FALSE,CONS,,,>65,,T60,.7200601,2017
BDI,2013,FALSE,CONS,,,,Primary education,B40,.3308255,2017
BDI,2013,FALSE,CONS,,,,Primary education,T60,.6691745,2017
BDI,2013,FALSE,CONS,,,,Tertiary education,T60,.9897995,2017
BDI,2013,FALSE,CONS,,,,Secondary education,B40,.1550987,2017
BDI,2013,FALSE,CONS,,,,Secondary education,T60,.8449013,2017
BDI,2013,FALSE,CONS,,,,No education,B40,.4233674,2017
BDI,2013,FALSE,CONS,,,,No education,T60,.5766326,2017
BDI,2013,FALSE,CONS,,Male,,,B40,.3931839,2017
BDI,2013,FALSE,CONS,,Male,,,T60,.6068161,2017
BDI,2013,FALSE,CONS,,Female,,,B40,.4061523,2017
BDI,2013,FALSE,CONS,,Female,,,T60,.5938477,2017
BDI,2013,FALSE,CONS,R,,,,B40,.4301883,2017
BDI,2013,FALSE,CONS,R,,,,T60,.5698116,2017
BDI,2013,FALSE,CONS,U,,,,B40,.1260068,2017
BDI,2013,FALSE,CONS,U,,,,T60,.8739932,2017
BFA,2018,FALSE,CONS,,,0-14,,B40,.4548348,2017
BFA,2018,FALSE,CONS,,,0-14,,T60,.5451652,2017
BFA,2018,FALSE,CONS,,,15-64,,B40,.3498448,2017
BFA,2018,FALSE,CONS,,,15-64,,T60,.6501552,2017
BFA,2018,FALSE,CONS,,,>65,,B40,.3696254,2017
BFA,2018,FALSE,CONS,,,>65,,T60,.6303746,2017
BFA,2018,FALSE,CONS,,,,Primary education,B40,.2146119,2017
BFA,2018,FALSE,CONS,,,,Primary education,T60,.7853881,2017
BFA,2018,FALSE,CONS,,,,Tertiary education,T60,.9883379,2017
BFA,2018,FALSE,CONS,,,,Secondary education,B40,.1463261,2017
BFA,2018,FALSE,CONS,,,,Secondary education,T60,.8536739,2017
BFA,2018,FALSE,CONS,,,,No education,B40,.4538737,2017
BFA,2018,FALSE,CONS,,,,No education,T60,.5461263,2017
BFA,2018,FALSE,CONS,,Male,,,B40,.3990112,2017
BFA,2018,FALSE,CONS,,Male,,,T60,.6009889,2017
BFA,2018,FALSE,CONS,,Female,,,B40,.4009071,2017
BFA,2018,FALSE,CONS,,Female,,,T60,.5990929,2017
BFA,2018,FALSE,CONS,R,,,,B40,.5125206,2017
BFA,2018,FALSE,CONS,R,,,,T60,.4874794,2017
BFA,2018,FALSE,CONS,U,,,,B40,.0741467,2017
BFA,2018,FALSE,CONS,U,,,,T60,.9258533,2017
BGD,2022,FALSE,CONS,,,0-14,,B40,.4698088,2017
BGD,2022,FALSE,CONS,,,0-14,,T60,.5301912,2017
BGD,2022,FALSE,CONS,,,15-64,,B40,.3720791,2017
BGD,2022,FALSE,CONS,,,15-64,,T60,.6279209,2017
BGD,2022,FALSE,CONS,,,>65,,B40,.3786565,2017
BGD,2022,FALSE,CONS,,,>65,,T60,.6213435,2017
BGD,2022,FALSE,CONS,,,,Primary education,B40,.4376932,2017
BGD,2022,FALSE,CONS,,,,Primary education,T60,.5623068,2017
BGD,2022,FALSE,CONS,,,,Tertiary education,B40,.167441,2017
BGD,2022,FALSE,CONS,,,,Tertiary education,T60,.832559,2017
BGD,2022,FALSE,CONS,,,,Secondary education,B40,.3234073,2017
BGD,2022,FALSE,CONS,,,,Secondary education,T60,.6765927,2017
BGD,2022,FALSE,CONS,,,,No education,B40,.491294,2017
BGD,2022,FALSE,CONS,,,,No education,T60,.508706,2017
BGD,2022,FALSE,CONS,,Male,,,B40,.400526,2017
BGD,2022,FALSE,CONS,,Male,,,T60,.599474,2017
BGD,2022,FALSE,CONS,,Female,,,B40,.3994457,2017
BGD,2022,FALSE,CONS,,Female,,,T60,.6005543,2017
BGD,2022,FALSE,CONS,R,,,,B40,.4698504,2017
BGD,2022,FALSE,CONS,R,,,,T60,.5301496,2017
BGD,2022,FALSE,CONS,U,,,,B40,.2470653,2017
BGD,2022,FALSE,CONS,U,,,,T60,.7529348,2017
BGR,2020,FALSE,INC,,,0-14,,B40,.53157,2017
BGR,2020,FALSE,INC,,,0-14,,T60,.46843,2017
BGR,2020,FALSE,INC,,,15-64,,B40,.3592685,2017
BGR,2020,FALSE,INC,,,15-64,,T60,.6407315,2017
BGR,2020,FALSE,INC,,,>65,,B40,.4339598,2017
BGR,2020,FALSE,INC,,,>65,,T60,.5660403,2017
BGR,2020,FALSE,INC,,,,Primary education,B40,.8203639,2017
BGR,2020,FALSE,INC,,,,Primary education,T60,.1796362,2017
BGR,2020,FALSE,INC,,,,Tertiary education,B40,.1752494,2017
BGR,2020,FALSE,INC,,,,Tertiary education,T60,.8247507,2017
BGR,2020,FALSE,INC,,,,Secondary education,B40,.4172963,2017
BGR,2020,FALSE,INC,,,,Secondary education,T60,.5827038,2017
BGR,2020,FALSE,INC,,,,No education,B40,.7670128,2017
BGR,2020,FALSE,INC,,,,No education,T60,.2329872,2017
BGR,2020,FALSE,INC,,Male,,,B40,.3821537,2017
BGR,2020,FALSE,INC,,Male,,,T60,.6178463,2017
BGR,2020,FALSE,INC,,Female,,,B40,.4167143,2017
BGR,2020,FALSE,INC,,Female,,,T60,.5832857,2017
BGR,2020,FALSE,INC,R,,,,B40,.5287001,2017
BGR,2020,FALSE,INC,R,,,,T60,.4712999,2017
BGR,2020,FALSE,INC,U,,,,B40,.341206,2017
BGR,2020,FALSE,INC,U,,,,T60,.6587939,2017
BLR,2020,FALSE,CONS,,,0-14,,B40,.5511427,2017
BLR,2020,FALSE,CONS,,,0-14,,T60,.4488573,2017
BLR,2020,FALSE,CONS,,,15-64,,B40,.3784763,2017
BLR,2020,FALSE,CONS,,,15-64,,T60,.6215237,2017
BLR,2020,FALSE,CONS,,,>65,,B40,.3343788,2017
BLR,2020,FALSE,CONS,,,>65,,T60,.6656212,2017
BLR,2020,FALSE,CONS,,Male,,,B40,.4178081,2017
BLR,2020,FALSE,CONS,,Male,,,T60,.5821919,2017
BLR,2020,FALSE,CONS,,Female,,,B40,.3862644,2017
BLR,2020,FALSE,CONS,,Female,,,T60,.6137356,2017
BLR,2020,FALSE,CONS,R,,,,B40,.5623227,2017
BLR,2020,FALSE,CONS,R,,,,T60,.4376773,2017
BLR,2020,FALSE,CONS,U,,,,B40,.3438406,2017
BLR,2020,FALSE,CONS,U,,,,T60,.6561594,2017
BOL,2021,FALSE,INC,,,0-14,,B40,.5379632,2017
BOL,2021,FALSE,INC,,,0-14,,T60,.4620368,2017
BOL,2021,FALSE,INC,,,15-64,,B40,.3417246,2017
BOL,2021,FALSE,INC,,,15-64,,T60,.6582754,2017
BOL,2021,FALSE,INC,,,>65,,B40,.3525871,2017
BOL,2021,FALSE,INC,,,>65,,T60,.6474129,2017
BOL,2021,FALSE,INC,,,,Primary education,B40,.4558788,2017
BOL,2021,FALSE,INC,,,,Primary education,T60,.5441212,2017
BOL,2021,FALSE,INC,,,,Tertiary education,B40,.1474583,2017
BOL,2021,FALSE,INC,,,,Tertiary education,T60,.8525417,2017
BOL,2021,FALSE,INC,,,,Secondary education,B40,.3664559,2017
BOL,2021,FALSE,INC,,,,Secondary education,T60,.6335441,2017
BOL,2021,FALSE,INC,,,,No education,B40,.5902832,2017
BOL,2021,FALSE,INC,,,,No education,T60,.4097168,2017
BOL,2021,FALSE,INC,,Male,,,B40,.389522,2017
BOL,2021,FALSE,INC,,Male,,,T60,.610478,2017
BOL,2021,FALSE,INC,,Female,,,B40,.4101092,2017
BOL,2021,FALSE,INC,,Female,,,T60,.5898908,2017
BOL,2021,FALSE,INC,R,,,,B40,.5988863,2017
BOL,2021,FALSE,INC,R,,,,T60,.4011138,2017
BOL,2021,FALSE,INC,U,,,,B40,.3169062,2017
BOL,2021,FALSE,INC,U,,,,T60,.6830938,2017
BRA,2021,FALSE,INC,,,0-14,,B40,.6013535,2017
BRA,2021,FALSE,INC,,,0-14,,T60,.3986466,2017
BRA,2021,FALSE,INC,,,15-64,,B40,.378318,2017
BRA,2021,FALSE,INC,,,15-64,,T60,.621682,2017
BRA,2021,FALSE,INC,,,>65,,B40,.1372201,2017
BRA,2021,FALSE,INC,,,>65,,T60,.8627799,2017
BRA,2021,FALSE,INC,,,,Primary education,B40,.4329926,2017
BRA,2021,FALSE,INC,,,,Primary education,T60,.5670074,2017
BRA,2021,FALSE,INC,,,,Tertiary education,B40,.1258847,2017
BRA,2021,FALSE,INC,,,,Tertiary education,T60,.8741153,2017
BRA,2021,FALSE,INC,,,,Secondary education,B40,.3999045,2017
BRA,2021,FALSE,INC,,,,Secondary education,T60,.6000955,2017
BRA,2021,FALSE,INC,,,,No education,B40,.3991591,2017
BRA,2021,FALSE,INC,,,,No education,T60,.6008409,2017
BRA,2021,FALSE,INC,,Male,,,B40,.3899913,2017
BRA,2021,FALSE,INC,,Male,,,T60,.6100087,2017
BRA,2021,FALSE,INC,,Female,,,B40,.4095437,2017
BRA,2021,FALSE,INC,,Female,,,T60,.5904563,2017
BRA,2021,FALSE,INC,R,,,,B40,.5988185,2017
BRA,2021,FALSE,INC,R,,,,T60,.4011815,2017
BRA,2021,FALSE,INC,U,,,,B40,.3677562,2017
BRA,2021,FALSE,INC,U,,,,T60,.6322438,2017
BTN,2022,FALSE,CONS,,,0-14,,B40,.4455113,2017
BTN,2022,FALSE,CONS,,,0-14,,T60,.5544887,2017
BTN,2022,FALSE,CONS,,,15-64,,B40,.3736289,2017
BTN,2022,FALSE,CONS,,,15-64,,T60,.6263711,2017
BTN,2022,FALSE,CONS,,,>65,,B40,.4774656,2017
BTN,2022,FALSE,CONS,,,>65,,T60,.5225344,2017
BTN,2022,FALSE,CONS,,,,Primary education,B40,.381123,2017
BTN,2022,FALSE,CONS,,,,Primary education,T60,.618877,2017
BTN,2022,FALSE,CONS,,,,Tertiary education,B40,.126266,2017
BTN,2022,FALSE,CONS,,,,Tertiary education,T60,.8737339,2017
BTN,2022,FALSE,CONS,,,,Secondary education,B40,.3277197,2017
BTN,2022,FALSE,CONS,,,,Secondary education,T60,.6722804,2017
BTN,2022,FALSE,CONS,,,,No education,B40,.3576912,2017
BTN,2022,FALSE,CONS,,,,No education,T60,.6423088,2017
BWA,2015,FALSE,CONS,,,0-14,,B40,.5197824,2017
BWA,2015,FALSE,CONS,,,0-14,,T60,.4802176,2017
BWA,2015,FALSE,CONS,,,15-64,,B40,.3281702,2017
BWA,2015,FALSE,CONS,,,15-64,,T60,.6718298,2017
BWA,2015,FALSE,CONS,,,>65,,B40,.4376616,2017
BWA,2015,FALSE,CONS,,,>65,,T60,.5623384,2017
BWA,2015,FALSE,CONS,,,,Primary education,B40,.4146119,2017
BWA,2015,FALSE,CONS,,,,Primary education,T60,.5853881,2017
BWA,2015,FALSE,CONS,,,,Tertiary education,B40,.0852472,2017
BWA,2015,FALSE,CONS,,,,Tertiary education,T60,.9147528,2017
BWA,2015,FALSE,CONS,,,,Secondary education,B40,.3446758,2017
BWA,2015,FALSE,CONS,,,,Secondary education,T60,.6553242,2017
BWA,2015,FALSE,CONS,,,,No education,B40,.5528213,2017
BWA,2015,FALSE,CONS,,,,No education,T60,.4471787,2017
BWA,2015,FALSE,CONS,,Male,,,B40,.38192,2017
BWA,2015,FALSE,CONS,,Male,,,T60,.6180801,2017
BWA,2015,FALSE,CONS,,Female,,,B40,.4160101,2017
BWA,2015,FALSE,CONS,,Female,,,T60,.5839899,2017
BWA,2015,FALSE,CONS,R,,,,B40,.5712372,2017
BWA,2015,FALSE,CONS,R,,,,T60,.4287628,2017
BWA,2015,FALSE,CONS,U,,,,B40,.3080083,2017
BWA,2015,FALSE,CONS,U,,,,T60,.6919917,2017
CAF,2021,FALSE,CONS,,,0-14,,B40,.3873853,2017
CAF,2021,FALSE,CONS,,,0-14,,T60,.6126147,2017
CAF,2021,FALSE,CONS,,,15-64,,B40,.3056228,2017
CAF,2021,FALSE,CONS,,,15-64,,T60,.6943772,2017
CAF,2021,FALSE,CONS,,,>65,,B40,.315935,2017
CAF,2021,FALSE,CONS,,,>65,,T60,.684065,2017
CAF,2021,FALSE,CONS,,,,Primary education,B40,.3430717,2017
CAF,2021,FALSE,CONS,,,,Primary education,T60,.6569283,2017
CAF,2021,FALSE,CONS,,,,Tertiary education,T60,.975351,2017
CAF,2021,FALSE,CONS,,,,Secondary education,B40,.2709708,2017
CAF,2021,FALSE,CONS,,,,Secondary education,T60,.7290292,2017
CAF,2021,FALSE,CONS,,,,No education,B40,.3742931,2017
CAF,2021,FALSE,CONS,,,,No education,T60,.6257069,2017
CAF,2021,FALSE,CONS,,Male,,,B40,.3957267,2017
CAF,2021,FALSE,CONS,,Male,,,T60,.6042733,2017
CAF,2021,FALSE,CONS,,Female,,,B40,.4041061,2017
CAF,2021,FALSE,CONS,,Female,,,T60,.5958939,2017
CAF,2021,FALSE,CONS,R,,,,B40,.5059248,2017
CAF,2021,FALSE,CONS,R,,,,T60,.4940752,2017
CAF,2021,FALSE,CONS,U,,,,B40,.2479712,2017
CAF,2021,FALSE,CONS,U,,,,T60,.7520288,2017
CHL,2020,FALSE,INC,,,0-14,,B40,.5572665,2017
CHL,2020,FALSE,INC,,,0-14,,T60,.4427334,2017
CHL,2020,FALSE,INC,,,15-64,,B40,.3908875,2017
CHL,2020,FALSE,INC,,,15-64,,T60,.6091124,2017
CHL,2020,FALSE,INC,,,>65,,B40,.2304213,2017
CHL,2020,FALSE,INC,,,>65,,T60,.7695787,2017
CHL,2020,FALSE,INC,,,,Primary education,B40,.4352189,2017
CHL,2020,FALSE,INC,,,,Primary education,T60,.5647811,2017
CHL,2020,FALSE,INC,,,,Tertiary education,B40,.2318711,2017
CHL,2020,FALSE,INC,,,,Tertiary education,T60,.7681289,2017
CHL,2020,FALSE,INC,,,,Secondary education,B40,.4356014,2017
CHL,2020,FALSE,INC,,,,Secondary education,T60,.5643986,2017
CHL,2020,FALSE,INC,,,,No education,B40,.4486166,2017
CHL,2020,FALSE,INC,,,,No education,T60,.5513834,2017
CHL,2020,FALSE,INC,,Male,,,B40,.3900068,2017
CHL,2020,FALSE,INC,,Male,,,T60,.6099932,2017
CHL,2020,FALSE,INC,,Female,,,B40,.4085084,2017
CHL,2020,FALSE,INC,,Female,,,T60,.5914916,2017
CHL,2020,FALSE,INC,R,,,,B40,.4365063,2017
CHL,2020,FALSE,INC,R,,,,T60,.5634937,2017
CHL,2020,FALSE,INC,U,,,,B40,.3953154,2017
CHL,2020,FALSE,INC,U,,,,T60,.6046846,2017
CIV,2018,FALSE,CONS,,,0-14,,B40,.4865376,2017
CIV,2018,FALSE,CONS,,,0-14,,T60,.5134624,2017
CIV,2018,FALSE,CONS,,,15-64,,B40,.3357217,2017
CIV,2018,FALSE,CONS,,,15-64,,T60,.6642783,2017
CIV,2018,FALSE,CONS,,,>65,,B40,.3870726,2017
CIV,2018,FALSE,CONS,,,>65,,T60,.6129274,2017
CIV,2018,FALSE,CONS,,,,Primary education,B40,.3175436,2017
CIV,2018,FALSE,CONS,,,,Primary education,T60,.6824564,2017
CIV,2018,FALSE,CONS,,,,Tertiary education,B40,.0374246,2017
CIV,2018,FALSE,CONS,,,,Tertiary education,T60,.9625754,2017
CIV,2018,FALSE,CONS,,,,Secondary education,B40,.2010902,2017
CIV,2018,FALSE,CONS,,,,Secondary education,T60,.7989098,2017
CIV,2018,FALSE,CONS,,,,No education,B40,.464259,2017
CIV,2018,FALSE,CONS,,,,No education,T60,.535741,2017
CIV,2018,FALSE,CONS,,Male,,,B40,.3972658,2017
CIV,2018,FALSE,CONS,,Male,,,T60,.6027343,2017
CIV,2018,FALSE,CONS,,Female,,,B40,.4026533,2017
CIV,2018,FALSE,CONS,,Female,,,T60,.5973467,2017
CIV,2018,FALSE,CONS,R,,,,B40,.5775302,2017
CIV,2018,FALSE,CONS,R,,,,T60,.4224698,2017
CIV,2018,FALSE,CONS,U,,,,B40,.2275511,2017
CIV,2018,FALSE,CONS,U,,,,T60,.7724488,2017
CMR,2014,FALSE,CONS,,,0-14,,B40,.4887544,2017
CMR,2014,FALSE,CONS,,,0-14,,T60,.5112456,2017
CMR,2014,FALSE,CONS,,,15-64,,B40,.3216775,2017
CMR,2014,FALSE,CONS,,,15-64,,T60,.6783226,2017
CMR,2014,FALSE,CONS,,,>65,,B40,.4590702,2017
CMR,2014,FALSE,CONS,,,>65,,T60,.5409298,2017
CMR,2014,FALSE,CONS,,,,Primary education,B40,.3713411,2017
CMR,2014,FALSE,CONS,,,,Primary education,T60,.6286589,2017
CMR,2014,FALSE,CONS,,,,Tertiary education,B40,.0259436,2017
CMR,2014,FALSE,CONS,,,,Tertiary education,T60,.9740564,2017
CMR,2014,FALSE,CONS,,,,Secondary education,B40,.1869241,2017
